Accession,Glean.Accession,Annotation.symbol,FlyBase.ID,CG.ID,MF.Ratio,P.value
GLEAN_18846,GLEAN_18846,GA25067,FBgn0246450,CG10311,1.320697444,0
GLEAN_18849,GLEAN_18849,GA25068,FBgn0246451,CG34229,0.903940676,0.00164002
GLEAN_18851,GLEAN_18851,GA25069,FBgn0246452,CG34230,1.226459845,3.50E-13
GLEAN_01813,GLEAN_01813,GA25070,FBgn0246453,CG6380,1.364147835,0
GLEAN_18852,GLEAN_18852,GA25071,FBgn0246454,CG34230,1.238591113,0
GLEAN_18853,GLEAN_18853,GA25073,FBgn0246456,CG13190,1.013622181,0.0158786
GLEAN_18859,GLEAN_18859,GA25075,FBgn0246458,CG30094,1.236446657,6.21E-10
GLEAN_18860,GLEAN_18860,GA25076,FBgn0246459,CG30010,0.892670713,1.03E-13
GLEAN_18862,GLEAN_18862,GA25077,FBgn0246460,CG34002,1.562980739,0
GLEAN_18863,GLEAN_18863,GA25078,FBgn0246461,CG34002,2.121081418,0
GLEAN_18869,GLEAN_18869,GA25079,FBgn0246462,CG33527,1.054237562,3.44E-08
GLEAN_00193,GLEAN_00193,GA25080,FBgn0246463,CG9216,1.013945423,0.702445
GLEAN_01814,GLEAN_01814,GA25081,FBgn0246464,CG7672,0.903189112,0
GLEAN_18871,GLEAN_18871,GA25082,FBgn0246465,CG4634,0.742724977,2.00E-14
GLEAN_18873,GLEAN_18873,GA25083,FBgn0246466,CG3273,0.725124186,0
GLEAN_18884,GLEAN_18884,GA25084,FBgn0246467,CG8494,1.344994245,2.10E-14
GLEAN_18885,GLEAN_18885,GA25085,FBgn0246468,CG8503,1.026333784,0.00080982
GLEAN_01822,GLEAN_01822,GA25086,FBgn0246469,CG11929,1.9365651,0
GLEAN_18899,GLEAN_18899,GA25088,FBgn0246471,CG9313,2.011539405,0
GLEAN_18901,GLEAN_18901,GA25089,FBgn0246472,CG10543,0.732448891,0
GLEAN_18907,GLEAN_18907,GA25090,FBgn0246473,CG9357,1.083650851,3.00E-15
GLEAN_18909,GLEAN_18909,GA25091,FBgn0246474,CG9364,1.65129743,1.46E-10
GLEAN_18912,GLEAN_18912,GA25093,FBgn0246476,CG34396,1.045345609,9.76E-08
GLEAN_01824,GLEAN_01824,GA25094,FBgn0246477,CG6051,1.214447395,8.90E-14
GLEAN_18916,GLEAN_18916,GA25095,FBgn0246478,CG9401,0.607349979,0
GLEAN_18917,GLEAN_18917,GA25096,FBgn0246479,CG30388,1.158373096,1.18E-09
GLEAN_18918,GLEAN_18918,GA25097,FBgn0246480,CG9406,1.239535852,0
GLEAN_18919,GLEAN_18919,GA25098,FBgn0246481,CG9415,0.99990643,0.99753629
GLEAN_18922,GLEAN_18922,GA25100,FBgn0246483,CG9433,0.864477308,0
GLEAN_18923,GLEAN_18923,GA25101,FBgn0246484,CG9433,0.761386028,0
GLEAN_18925,GLEAN_18925,GA25103,FBgn0246486,CG9441,1.011278247,0.25856393
GLEAN_18929,GLEAN_18929,GA25104,FBgn0246487,CG9897,0.883008971,0
GLEAN_18938,GLEAN_18938,GA25106,FBgn0246489,CG8343,1.921189728,0
GLEAN_18940,GLEAN_18940,GA25107,FBgn0246490,CG8335,1.393294276,0.0000188
GLEAN_01010,GLEAN_01010,GA25108,FBgn0246491,CG12157,1.372208778,1.01E-11
GLEAN_18942,GLEAN_18942,GA25108,FBgn0246491,CG12157,1.932274421,0
GLEAN_01826,GLEAN_01826,GA25109,FBgn0246492,CG6004,2.083342447,0
GLEAN_18945,GLEAN_18945,GA25110,FBgn0246493,CG9397,0.897074682,1.07E-13
GLEAN_18951,GLEAN_18951,GA25111,FBgn0246494,CG4569,2.792195582,0
GLEAN_18952,GLEAN_18952,GA25112,FBgn0246495,CG13591,1.250148953,0
GLEAN_18956,GLEAN_18956,GA25114,FBgn0246497,CG15873,1.093914514,0
GLEAN_01827,GLEAN_01827,GA25116,FBgn0246499,CG6605,0.968786053,6.70E-10
GLEAN_01828,GLEAN_01828,GA25116,FBgn0246499,CG6605,0.674083866,0
GLEAN_18972,GLEAN_18972,GA25120,FBgn0246503,CG30419,1.057706974,0.00000874
GLEAN_18974,GLEAN_18974,GA25121,FBgn0246504,CG8416,0.797634657,0
GLEAN_18976,GLEAN_18976,GA25122,FBgn0246505,CG8424,1.23876283,0
GLEAN_00194,GLEAN_00194,GA25123,FBgn0246506,CG9216,0.846275907,2.63E-11
GLEAN_18977,GLEAN_18977,GA25124,FBgn0246507,CG8425,1.145914973,5.21E-12
GLEAN_01834,GLEAN_01834,GA25125,FBgn0246508,CG14938,0.757333158,0
GLEAN_18995,GLEAN_18995,GA25129,FBgn0246512,CG18255,1.356886455,2.09E-10
GLEAN_01835,GLEAN_01835,GA25130,FBgn0246513,CG5245,0.908652142,1.00E-15
GLEAN_19001,GLEAN_19001,,FBgn0246514,CG34212,1.388570089,0
GLEAN_19003,GLEAN_19003,GA25132,FBgn0246515,CG33530,3.16060337,0
GLEAN_19004,GLEAN_19004,GA25133,FBgn0246516,CG15616,2.877468231,0
GLEAN_16640,GLEAN_16640,GA25134,FBgn0246517,CG30492,0.846099947,1.68E-11
GLEAN_19009,GLEAN_19009,GA25134,FBgn0246517,CG30492,1.280493562,0
GLEAN_19011,GLEAN_19011,GA25136,FBgn0246519,CG30463,1.151727968,1.29E-09
GLEAN_19012,GLEAN_19012,GA25136,FBgn0246519,CG30463,1.996814063,0
GLEAN_19019,GLEAN_19019,GA25137,FBgn0246520,CG8306,1.594053445,0
GLEAN_19021,GLEAN_19021,GA25138,FBgn0246521,CG14891,0.807928764,0
GLEAN_19025,GLEAN_19025,GA25140,FBgn0246523,CG13504,1.273236129,0
GLEAN_19027,GLEAN_19027,GA25141,FBgn0246524,CG13503,0.937941598,3.69E-11
GLEAN_19030,GLEAN_19030,GA25142,FBgn0246525,CG12728,0.495617832,0
GLEAN_01839,GLEAN_01839,GA25143,FBgn0246526,CG5526,1.152207058,2.29E-11
GLEAN_19040,GLEAN_19040,GA25144,FBgn0246527,CG5896,1.000741943,0.89502622
GLEAN_19043,GLEAN_19043,GA25145,FBgn0246528,CG30090,1.268919018,0
GLEAN_19045,GLEAN_19045,GA25146,FBgn0246529,CG14321,0.853936087,5.00E-15
GLEAN_19053,GLEAN_19053,GA25148,FBgn0246531,CG15110,1.274648976,0
GLEAN_11006,GLEAN_11006,GA25149,FBgn0246532,,1.013931367,0.01821169
GLEAN_11706,GLEAN_11706,GA25149,FBgn0246532,,1.010899797,0.12953163
GLEAN_19062,GLEAN_19062,GA25150,FBgn0246533,CG6779,0.564717013,0
GLEAN_19064,GLEAN_19064,GA25151,FBgn0246534,CG5020,1.033100066,0.00028493
GLEAN_19080,GLEAN_19080,GA25156,FBgn0246538,CG4029,0.849802799,7.10E-14
GLEAN_13799,GLEAN_13799,GA25157,FBgn0246539,,1.864126804,6.50E-09
GLEAN_19082,GLEAN_19082,GA25158,FBgn0246540,CG10997,0.901562866,8.30E-14
GLEAN_19084,GLEAN_19084,GA25159,FBgn0246541,CG9173,3.0303827,0
GLEAN_19089,GLEAN_19089,GA25160,FBgn0246542,CG6372,3.047022176,0
GLEAN_01842,GLEAN_01842,GA25161,FBgn0246543,CG18343,2.061079281,0
GLEAN_19090,GLEAN_19090,GA25162,FBgn0246544,CG32351,9.884034182,0
GLEAN_14060,GLEAN_14060,GA25166,FBgn0246548,,0.718719134,0
GLEAN_19105,GLEAN_19105,GA25166,FBgn0246548,,1.157730935,0
GLEAN_01843,GLEAN_01843,,FBgn0246549,,1.139894259,2.39E-11
GLEAN_11698,GLEAN_11698,GA25169,FBgn0246551,CG13731,1.067140401,1.42E-09
GLEAN_19135,GLEAN_19135,GA25171,FBgn0246553,CG5723,0.882213658,0
GLEAN_19136,GLEAN_19136,GA25172,FBgn0246554,CG12306,1.425432773,1.00E-15
GLEAN_19143,GLEAN_19143,GA25175,FBgn0246557,CG34136,1.011481547,0.01430075
GLEAN_19146,GLEAN_19146,GA25176,FBgn0246558,CG9970,1.03006116,0.23863549
GLEAN_01845,GLEAN_01845,GA25177,FBgn0246559,CG31742,1.177967716,0.04375606
GLEAN_01846,GLEAN_01846,GA25178,FBgn0246560,CG6577,1.343130979,0
GLEAN_19161,GLEAN_19161,GA25179,FBgn0246561,CG8108,0.945349694,0.00055836
GLEAN_19162,GLEAN_19162,GA25180,FBgn0246562,CG17337,1.39174992,0
GLEAN_19164,GLEAN_19164,GA25182,FBgn0246564,CG17337,1.130217161,2.26E-12
GLEAN_19165,GLEAN_19165,GA25183,FBgn0246565,CG12512,0.891001645,0.00004
GLEAN_09668,GLEAN_09668,GA25184,FBgn0246566,CG32170,1.156527844,3.01E-08
GLEAN_19167,GLEAN_19167,GA25185,FBgn0246567,CG18497,0.873996859,0.00000521
GLEAN_01847,GLEAN_01847,GA25186,FBgn0246568,CG6577,1.178539408,0
GLEAN_19168,GLEAN_19168,GA25188,FBgn0246570,CG13732,0.819775057,6.22E-12
GLEAN_19173,GLEAN_19173,GA25190,FBgn0246572,CG5741,1.437737206,0
GLEAN_19177,GLEAN_19177,GA25192,FBgn0246574,CG3752,0.831276308,0.0000182
GLEAN_19178,GLEAN_19178,,FBgn0246575,CG3752,1.112033307,0.00056447
GLEAN_19184,GLEAN_19184,GA25194,FBgn0246576,CG13380,1.504829462,0
GLEAN_01848,GLEAN_01848,GA25195,FBgn0246577,CG10862,1.300710594,0
GLEAN_19190,GLEAN_19190,GA25196,FBgn0246578,CG12789,1.02102628,0.0001675
GLEAN_19197,GLEAN_19197,GA25197,FBgn0246579,CG13384,0.882458293,1.71E-13
GLEAN_19198,GLEAN_19198,GA25198,FBgn0246580,CG33526,1.060136475,0.0000121
GLEAN_19201,GLEAN_19201,GA25200,FBgn0246582,CG13388,0.74706206,2.76E-09
GLEAN_19203,GLEAN_19203,GA25201,FBgn0246583,CG10890,0.73499177,0
GLEAN_19207,GLEAN_19207,GA25202,FBgn0246584,CG13972,5.234312286,0
GLEAN_19208,GLEAN_19208,GA25203,FBgn0246585,,1.158453391,0
GLEAN_19209,GLEAN_19209,GA25204,FBgn0246586,,1.302695591,1.03E-13
GLEAN_19219,GLEAN_19219,GA25206,FBgn0246588,CG11324,1.002623532,0.84088439
GLEAN_01851,GLEAN_01851,GA25207,FBgn0246589,CG15149,1.367745681,6.00E-15
GLEAN_19223,GLEAN_19223,GA25208,FBgn0246590,,3.657606823,0
GLEAN_19224,GLEAN_19224,GA25209,FBgn0246591,CG1915,7.242561349,0
GLEAN_19225,GLEAN_19225,GA25210,FBgn0246592,,1.286900043,0
GLEAN_19226,GLEAN_19226,GA25211,FBgn0246593,CG13776,1.28806018,0
GLEAN_19229,GLEAN_19229,GA25212,FBgn0246594,CG5313,0.418703244,0
GLEAN_00196,GLEAN_00196,GA25213,FBgn0246595,CG10652,0.556556477,0
GLEAN_01852,GLEAN_01852,GA25214,FBgn0246596,CG31740,6.513351115,0
GLEAN_19240,GLEAN_19240,GA25216,FBgn0246598,CG13777,1.408246611,2.32E-08
GLEAN_19242,GLEAN_19242,GA25217,FBgn0246599,CG3478,1.363108121,0
GLEAN_19243,GLEAN_19243,GA25218,FBgn0246600,CG18241,1.139973273,0
GLEAN_19244,GLEAN_19244,GA25219,FBgn0246601,CG18241,1.134376853,1.00E-15
GLEAN_19247,GLEAN_19247,GA25221,FBgn0246603,CG6186,1.585898017,0
GLEAN_19251,GLEAN_19251,GA25224,FBgn0246605,CG14229,1.130765679,3.38E-13
GLEAN_19253,GLEAN_19253,GA25226,FBgn0246607,CG31775,1.013987593,0.4136752
GLEAN_19256,GLEAN_19256,GA25228,FBgn0246609,CG17217,1.610155475,0
GLEAN_19257,GLEAN_19257,GA25229,FBgn0246610,CG15021,1.272089344,6.26E-09
GLEAN_19258,GLEAN_19258,GA25230,FBgn0246611,CG8157,0.994970737,0.8306883
GLEAN_19259,GLEAN_19259,GA25231,FBgn0246612,CG34198,1.02745129,0.05132507
GLEAN_19260,GLEAN_19260,GA25232,FBgn0246613,CG33140,1.821971005,0
GLEAN_19264,GLEAN_19264,GA25234,FBgn0246615,CG1826,1.251970007,0
GLEAN_19267,GLEAN_19267,GA25235,FBgn0246616,CG32581,1.377259104,0
GLEAN_19653,GLEAN_19653,GA25236,FBgn0246617,CG1826,1.07750906,2.70E-14
GLEAN_19269,GLEAN_19269,GA25237,FBgn0246618,CG8728,2.122993568,0
GLEAN_19270,GLEAN_19270,GA25238,FBgn0246619,CG8728,2.497180318,0
GLEAN_19272,GLEAN_19272,GA25239,FBgn0246620,CG3669,2.178748997,0
GLEAN_19281,GLEAN_19281,GA25242,FBgn0246623,CG3497,0.899814799,5.90E-14
GLEAN_19282,GLEAN_19282,GA25243,FBgn0246624,CG3497,0.942359864,4.78E-08
GLEAN_19290,GLEAN_19290,GA25245,FBgn0246626,CG6737,1.345087476,0
GLEAN_14007,GLEAN_14007,GA25247,FBgn0246628,CG13114,0.490661507,0
GLEAN_19292,GLEAN_19292,GA25247,FBgn0246628,CG13114,0.568960341,0
GLEAN_19294,GLEAN_19294,GA25249,FBgn0246630,,2.34420705,0
GLEAN_19295,GLEAN_19295,GA25250,FBgn0246631,,1.275886504,0
GLEAN_19300,GLEAN_19300,GA25254,FBgn0246635,CG32496,0.877882646,2.58E-11
GLEAN_19305,GLEAN_19305,GA25255,FBgn0246636,CG12240,1.423951491,0
GLEAN_19311,GLEAN_19311,GA25257,FBgn0246638,CG7110,0.907959593,5.43E-12
GLEAN_01546,GLEAN_01546,GA25260,FBgn0246641,CG11819,0.640823962,0
GLEAN_02602,GLEAN_02602,GA25260,FBgn0246641,,0.989649797,0.02892332
GLEAN_09211,GLEAN_09211,GA25260,FBgn0246641,CG13114,0.724772439,0
GLEAN_19317,GLEAN_19317,GA25260,FBgn0246641,CG13114,0.988724166,0.00095457
GLEAN_19319,GLEAN_19319,GA25262,FBgn0246643,CG1826,1.304593188,6.00E-15
GLEAN_19325,GLEAN_19325,GA25268,FBgn0246649,CG16852,1.698192493,0
GLEAN_19326,GLEAN_19326,GA25269,FBgn0246650,CG16853,1.651984328,0
GLEAN_19331,GLEAN_19331,GA25271,FBgn0246652,CG7147,0.551525693,0
GLEAN_01862,GLEAN_01862,GA25273,FBgn0246654,CG7361,1.480823813,0
GLEAN_19334,GLEAN_19334,GA25274,FBgn0246655,CG18507,1.058227636,6.17E-10
GLEAN_19336,GLEAN_19336,GA25275,FBgn0246656,CG34334,1.112727246,1.21E-12
GLEAN_19337,GLEAN_19337,GA25276,FBgn0246657,CG32486,1.456595204,1.10E-14
GLEAN_00197,GLEAN_00197,GA25277,FBgn0246658,CG1231,0.838568184,0
GLEAN_01864,GLEAN_01864,GA25278,FBgn0246659,CG31935,0.72386873,0
GLEAN_19347,GLEAN_19347,GA25279,FBgn0246660,CG10363,1.264265968,0.000000256
GLEAN_19352,GLEAN_19352,GA25283,FBgn0246664,CG9554,0.697807012,0
GLEAN_19353,GLEAN_19353,GA25284,FBgn0246665,CG17376,4.053308545,0
GLEAN_19356,GLEAN_19356,GA25285,FBgn0246666,CG10424,0.764029368,0
GLEAN_01866,GLEAN_01866,GA25286,FBgn0246667,CG1837,1.21326946,1.00E-15
GLEAN_19366,GLEAN_19366,GA25287,FBgn0246668,CG15825,2.092024866,0
GLEAN_19369,GLEAN_19369,GA25289,FBgn0246670,CG1826,1.118837101,0
GLEAN_19370,GLEAN_19370,GA25290,FBgn0246671,CG6577,1.157169337,1.00E-15
GLEAN_19372,GLEAN_19372,GA25292,FBgn0246673,CG3422,1.362635785,0
GLEAN_19374,GLEAN_19374,GA25293,FBgn0246674,CG2528,5.093297544,0
GLEAN_01868,GLEAN_01868,GA25299,FBgn0246680,CG7420,0.92248669,4.01E-08
GLEAN_19389,GLEAN_19389,GA25300,FBgn0246681,CG10595,1.552507244,1.00E-15
GLEAN_19392,GLEAN_19392,GA25302,FBgn0246683,CG13089,0.763235404,0
GLEAN_19398,GLEAN_19398,GA25304,FBgn0246685,CG11513,0.898007874,7.57E-09
GLEAN_19399,GLEAN_19399,GA25304,FBgn0246685,CG11513,0.489642265,0
GLEAN_19400,GLEAN_19400,GA25305,FBgn0246686,CG3738,0.698871926,0
GLEAN_01870,GLEAN_01870,GA25306,FBgn0246687,CG7420,0.926074395,0.000000904
GLEAN_19403,GLEAN_19403,GA25307,FBgn0246688,CG31347,1.371638211,2.60E-14
GLEAN_19405,GLEAN_19405,GA25308,FBgn0246689,CG34181,1.047078786,3.15E-09
GLEAN_19406,GLEAN_19406,GA25309,FBgn0246690,CG3752,1.384437572,1.01E-11
GLEAN_19410,GLEAN_19410,GA25310,FBgn0246691,CG18255,5.144033364,0
GLEAN_19415,GLEAN_19415,GA25311,FBgn0246692,CG7492,0.859875682,0
GLEAN_19416,GLEAN_19416,GA25312,FBgn0246693,CG33298,0.891001645,0.00264134
GLEAN_19424,GLEAN_19424,GA25313,FBgn0246694,CG40191,0.654561203,0
GLEAN_01873,GLEAN_01873,GA25316,FBgn0246697,,1.085455062,9.04E-11
GLEAN_19436,GLEAN_19436,GA25317,FBgn0246698,CG14077,1.774115578,0
GLEAN_19437,GLEAN_19437,GA25318,FBgn0246699,CG14077,2.199537198,0
GLEAN_19440,GLEAN_19440,GA25319,FBgn0246700,CG6479,1.069361766,0.22180988
GLEAN_19441,GLEAN_19441,GA25320,FBgn0246701,CG9029,1.938848397,2.97E-13
GLEAN_19442,GLEAN_19442,GA25321,FBgn0246702,CG12781,2.181922713,0
GLEAN_19443,GLEAN_19443,GA25322,FBgn0246703,CG14001,1.066349231,0.00000579
GLEAN_19445,GLEAN_19445,GA25323,FBgn0246704,CG9042,1.027494022,0.27814148
GLEAN_19455,GLEAN_19455,GA25325,FBgn0246706,CG32641,0.783714449,1.40E-14
GLEAN_01875,GLEAN_01875,GA25326,FBgn0246707,CG5481,1.041303052,0.08193505
GLEAN_19457,GLEAN_19457,GA25327,FBgn0246708,CG32187,0.806809513,0
GLEAN_19461,GLEAN_19461,GA25328,FBgn0246709,CG34180,1.030189685,0.03314123
GLEAN_01876,GLEAN_01876,GA25330,FBgn0246711,CG14164,1.335425968,0
GLEAN_19468,GLEAN_19468,GA25331,FBgn0246712,CG3123,1.251189231,0
GLEAN_19469,GLEAN_19469,,FBgn0246713,,0.607560507,0
GLEAN_19474,GLEAN_19474,GA25333,FBgn0246714,CG14651,2.529057784,0
GLEAN_01877,GLEAN_01877,GA25337,FBgn0246718,CG8553,2.1520327,0
GLEAN_19489,GLEAN_19489,GA25338,FBgn0246719,CG13148,1.49557473,0
GLEAN_19490,GLEAN_19490,GA25339,FBgn0246720,CG34179,0.819320604,1.00E-15
GLEAN_19499,GLEAN_19499,GA25341,FBgn0246722,CG9092,1.758932354,3.90E-14
GLEAN_19500,GLEAN_19500,GA25342,FBgn0246723,CG9088,0.677926137,3.18E-09
GLEAN_01879,GLEAN_01879,GA25343,FBgn0246724,,1.673768498,0
GLEAN_19503,GLEAN_19503,GA25344,FBgn0246725,CG9064,2.496488048,0
GLEAN_19504,GLEAN_19504,GA25345,FBgn0246726,CG18340,3.271154724,0
GLEAN_19506,GLEAN_19506,GA25346,FBgn0246727,CG9050,0.703928108,0
GLEAN_19508,GLEAN_19508,GA25347,FBgn0246728,CG13997,0.490321524,0
GLEAN_19511,GLEAN_19511,GA25348,FBgn0246729,CG1826,1.287167674,3.00E-15
GLEAN_01880,GLEAN_01880,GA25349,FBgn0246730,CG33126,1.698192493,5.33E-13
GLEAN_19513,GLEAN_19513,GA25350,FBgn0246731,CG8226,1.898157888,0
GLEAN_19515,GLEAN_19515,GA25351,FBgn0246732,CG7290,5.535064006,0
GLEAN_19520,GLEAN_19520,GA25353,FBgn0246733,CG1826,1.131628173,3.69E-11
GLEAN_19521,GLEAN_19521,GA25354,FBgn0246734,CG3399,2.291353423,0
GLEAN_19525,GLEAN_19525,GA25355,FBgn0246735,CG1826,1.286097483,0
GLEAN_19530,GLEAN_19530,GA25356,FBgn0246736,CG11142,1.094369555,0
GLEAN_19540,GLEAN_19540,GA25361,FBgn0246741,CG17715,0.84264683,0
GLEAN_01883,GLEAN_01883,GA25364,FBgn0246743,CG31924,1.293069662,5.00E-15
GLEAN_19548,GLEAN_19548,GA25365,FBgn0246744,CG31779,1.229353652,0
GLEAN_19550,GLEAN_19550,GA25366,FBgn0246745,CG10263,0.769130335,0
GLEAN_19552,GLEAN_19552,GA25367,FBgn0246746,CG34441,0.83398885,1.73E-10
GLEAN_19557,GLEAN_19557,GA25369,FBgn0246748,CG13095,1.284137777,0
GLEAN_01884,GLEAN_01884,GA25370,FBgn0246749,CG5556,1.427905001,0
GLEAN_19561,GLEAN_19561,GA25371,FBgn0246750,CG9065,2.098269517,0
GLEAN_19565,GLEAN_19565,GA25374,FBgn0246753,CG31950,3.024297365,0
GLEAN_00199,GLEAN_00199,GA25375,FBgn0246754,CG7886,1.91030103,6.00E-15
GLEAN_01885,GLEAN_01885,GA25376,FBgn0246755,CG5556,2.099433367,0
GLEAN_19569,GLEAN_19569,GA25377,FBgn0246756,CG6691,1.292532001,0
GLEAN_19570,GLEAN_19570,,FBgn0246757,,1.204137381,0.000000016
GLEAN_19575,GLEAN_19575,,FBgn0246760,CG7135,1.56092368,0
GLEAN_19576,GLEAN_19576,GA25382,FBgn0246761,CG1826,1.086207703,1.23E-09
GLEAN_19577,GLEAN_19577,GA25383,FBgn0246762,CG9526,0.951654632,0.00000933
GLEAN_19579,GLEAN_19579,GA25384,FBgn0246763,CG9537,0.893785162,0.0000781
GLEAN_01886,GLEAN_01886,GA25385,FBgn0246764,CG7634,1.929865094,0
GLEAN_19584,GLEAN_19584,GA25387,FBgn0246766,CG13114,0.815863667,2.70E-14
GLEAN_19599,GLEAN_19599,GA25391,FBgn0246770,CG9031,0.819718237,1.24E-10
GLEAN_19601,GLEAN_19601,GA25393,FBgn0246772,CG32662,1.158212522,0
GLEAN_01889,GLEAN_01889,GA25395,FBgn0246774,CG5011,1.467438458,5.15E-13
GLEAN_19603,GLEAN_19603,GA25396,FBgn0246775,CG1882,2.382209014,0
GLEAN_19606,GLEAN_19606,GA25397,FBgn0246776,CG16852,1.450650522,0
GLEAN_19611,GLEAN_19611,GA25399,FBgn0246778,CG30280,0.893165852,0.000000011
GLEAN_19612,GLEAN_19612,GA25400,FBgn0246779,CG5304,1.500975054,0
GLEAN_19615,GLEAN_19615,GA25401,FBgn0246780,CG10859,1.390207275,0
GLEAN_19616,GLEAN_19616,GA25402,FBgn0246781,CG16956,0.733464985,0
GLEAN_19617,GLEAN_19617,GA25403,FBgn0246782,CG9271,0.10553548,0
GLEAN_19622,GLEAN_19622,GA25404,FBgn0246783,CG9305,0.429520829,0
GLEAN_19623,GLEAN_19623,GA25406,FBgn0246785,CG9306,1.54060819,2.60E-14
GLEAN_19627,GLEAN_19627,GA25407,FBgn0246786,CG32295,5.174788862,0
GLEAN_19632,GLEAN_19632,GA25408,FBgn0246787,CG32295,2.814151503,0
GLEAN_01892,GLEAN_01892,GA25409,FBgn0246788,CG5118,0.944910767,0.000000261
GLEAN_11576,GLEAN_11576,GA25409,FBgn0246788,CG5118,0.963963216,0.04664999
GLEAN_19639,GLEAN_19639,GA25410,FBgn0246789,CG4482,0.837290406,9.60E-14
GLEAN_19640,GLEAN_19640,GA25411,FBgn0246790,CG4482,0.843055783,9.80E-12
GLEAN_19646,GLEAN_19646,GA25413,FBgn0246792,CG32295,2.931014286,0
GLEAN_19647,GLEAN_19647,GA25413,FBgn0246792,CG32295,1.695604852,0
GLEAN_19650,GLEAN_19650,GA25415,FBgn0246794,CG1826,1.032563138,2.27E-08
GLEAN_19654,GLEAN_19654,GA25416,FBgn0246795,CG5183,1.189289547,1.00E-15
GLEAN_19657,GLEAN_19657,GA25419,FBgn0246798,,2.493202389,3.04E-11
GLEAN_19660,GLEAN_19660,GA25423,FBgn0246802,,0.983993029,0.01539307
GLEAN_19661,GLEAN_19661,GA25424,FBgn0246803,CG34166,1.043340452,0.02386948
GLEAN_19662,GLEAN_19662,GA25425,FBgn0246804,CG34166,1.092853487,3.04E-10
GLEAN_01895,GLEAN_01895,GA25429,FBgn0246808,CG33979,0.585605091,0
GLEAN_18223,GLEAN_18223,GA25429,FBgn0246808,CG33979,0.746130558,1.40E-14
GLEAN_19668,GLEAN_19668,GA25430,FBgn0246809,CG17945,1.790546518,2.55E-10
GLEAN_19670,GLEAN_19670,GA25431,FBgn0246810,,1.210077963,0
GLEAN_19671,GLEAN_19671,GA25432,FBgn0246811,CG32063,2.508108917,0
GLEAN_19672,GLEAN_19672,GA25433,FBgn0246812,CG13137,1.271824848,0
GLEAN_19673,GLEAN_19673,GA25434,FBgn0246813,CG18241,1.139736247,0
GLEAN_00200,GLEAN_00200,GA25437,FBgn0246816,CG1532,1.060526007,0.00014349
GLEAN_19684,GLEAN_19684,GA25438,FBgn0246817,CG31908,0.980201324,0.22244479
GLEAN_19690,GLEAN_19690,GA25442,FBgn0246820,CG5968,1.502848937,0
GLEAN_19692,GLEAN_19692,GA25443,FBgn0246821,CG11325,1.10182874,5.05E-09
GLEAN_19693,GLEAN_19693,GA25444,FBgn0246822,CG11188,0.610811868,0
GLEAN_19698,GLEAN_19698,GA25445,FBgn0246823,CG12000,2.023706402,0
GLEAN_01898,GLEAN_01898,GA25446,FBgn0246824,CG4710,0.975592113,0.00016364
GLEAN_19699,GLEAN_19699,GA25447,FBgn0246825,CG2839,1.338391326,0
GLEAN_19700,GLEAN_19700,GA25448,FBgn0246826,,1.385301498,0
GLEAN_19701,GLEAN_19701,,FBgn0246827,CG31483,1.635010613,2.59E-11
GLEAN_19702,GLEAN_19702,GA25450,FBgn0246828,CG31226,4.754191445,0
GLEAN_19706,GLEAN_19706,GA25451,FBgn0246829,CG17610,0.802681749,0
GLEAN_01899,GLEAN_01899,GA25452,FBgn0246830,CG4710,0.95438945,0.0000077
GLEAN_19710,GLEAN_19710,GA25453,FBgn0246831,CG17814,1.168210292,0.00000658
GLEAN_19712,GLEAN_19712,GA25454,FBgn0246832,CG13394,1.224251531,1.05E-09
GLEAN_19713,GLEAN_19713,GA25455,FBgn0246833,CG13394,1.446834595,1.20E-14
GLEAN_19726,GLEAN_19726,GA25457,FBgn0246835,CG13380,0.631038529,0
GLEAN_19728,GLEAN_19728,GA25458,FBgn0246836,CG14050,1.14504159,0
GLEAN_19739,GLEAN_19739,GA25459,FBgn0246837,CG3645,0.693034943,0
GLEAN_19744,GLEAN_19744,GA25460,FBgn0246838,CG7123,0.836652248,0
GLEAN_19745,GLEAN_19745,GA25461,FBgn0246839,CG9660,0.974659363,0.00000893
GLEAN_19747,GLEAN_19747,GA25463,FBgn0246841,CG9660,1.033386542,0.0000012
GLEAN_19749,GLEAN_19749,GA25463,FBgn0246841,CG9660,1.408930063,0
GLEAN_19750,GLEAN_19750,GA25464,FBgn0246842,CG13363,7.237542927,0
GLEAN_19754,GLEAN_19754,GA25467,FBgn0246845,CG9655,1.295940965,0
GLEAN_01903,GLEAN_01903,GA25468,FBgn0246846,CG1591,0.780840614,0
GLEAN_19756,GLEAN_19756,GA25469,FBgn0246847,CG14269,1.384629509,0
GLEAN_01904,GLEAN_01904,GA25470,FBgn0246848,CG4415,1.666590891,2.71E-12
GLEAN_19771,GLEAN_19771,GA25471,FBgn0246849,CG9243,0.96417037,0.15300248
GLEAN_19773,GLEAN_19773,GA25472,FBgn0246850,CG9249,0.903690086,1.46E-13
GLEAN_19776,GLEAN_19776,GA25473,FBgn0246851,CG9252,0.567896529,0
GLEAN_19779,GLEAN_19779,GA25474,FBgn0246852,CG33508,1.02979702,0.00023728
GLEAN_19780,GLEAN_19780,GA25475,FBgn0246853,CG33509,0.943529807,0.00048622
